,MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Foundation,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SaleCondition,SalePrice
135,20,3,9.249561085129464,0,12,3,7,6,38,38,7,4,1,0,0,1304,1304,3,7.427738840532894,0,0,0,1,7,4,4,4,38.0,1,2,530,98,0,0,0,0,0,3,12.066810578196666
136,20,3,9.245224773829685,1,8,3,5,5,40,40,4,2,1,695,0,519,1214,2,7.101675971619444,0,0,0,1,5,4,2,4,40.0,2,1,318,0,111,0,0,0,0,3,11.870599909242044
137,90,3,9.311994025702683,0,9,3,7,5,18,17,10,2,1,0,0,1907,1907,3,7.580189417944541,0,0,0,1,9,4,1,1,17.0,1,3,766,0,0,0,0,0,0,2,12.049418835484797
138,60,3,9.112286431500795,0,14,5,8,5,9,8,10,4,2,668,0,336,1004,4,6.911747300251674,848,0,0,2,7,4,3,4,9.0,3,3,660,224,106,0,0,0,0,3,12.345834587905333
139,60,3,9.643809676493944,0,14,5,6,5,12,12,10,4,1,821,0,107,928,4,6.833031732786201,836,0,1,2,7,4,1,4,12.0,2,2,470,276,99,0,0,0,0,3,12.352335152508426
140,20,3,9.259130536145614,2,8,3,4,5,39,39,6,2,1,432,0,432,864,2,6.761572768804055,0,0,0,1,5,4,0,0,30.0,0,0,0,0,0,0,0,0,0,3,11.652687407345388
141,20,3,9.36263218231844,0,14,3,7,5,1,1,10,4,3,1300,0,434,1734,4,7.458186157340487,0,0,1,2,7,4,1,4,1.0,3,2,660,160,24,0,0,0,0,3,
142,50,3,9.050171619823361,1,8,1,5,4,58,58,8,2,1,507,0,403,910,1,6.813444599510896,475,0,0,1,6,4,1,2,10.0,1,2,720,0,0,0,0,0,0,3,12.01974306733868
143,20,3,9.24329147211587,0,14,3,7,5,10,10,10,4,4,679,0,811,1490,4,7.313886831633462,0,0,1,2,6,4,1,4,10.0,2,2,577,144,29,0,0,0,0,3,12.225875272826354
144,90,1,9.116029692504942,0,6,3,5,5,43,43,6,2,1,1332,0,396,1728,2,7.454719949364001,0,0,1,1,10,4,1,2,43.0,1,2,504,0,0,0,0,0,0,0,
145,160,1,7.8328075165248645,0,5,5,6,5,2,0,10,4,1,0,0,970,970,4,6.877296071497429,739,0,0,2,7,0,1,2,2.0,1,2,380,0,40,0,0,0,0,3,11.77528972943772
146,30,1,8.719317375506371,1,3,3,5,7,78,16,2,1,1,209,0,506,715,2,6.774223886357614,0,0,1,1,5,4,1,2,78.0,1,1,180,48,0,0,0,0,0,3,11.56171562913966
147,60,3,9.15957325492253,4,13,5,7,5,9,9,10,4,1,0,0,884,884,4,6.784457062637643,1151,0,0,2,8,4,4,5,9.0,3,2,434,144,48,0,0,0,0,3,12.312682380588432
148,20,3,8.922658299524402,0,10,3,7,5,4,3,10,4,1,680,0,400,1080,4,6.984716320118266,0,0,1,2,6,4,1,0,28.0,0,0,0,0,0,0,0,0,0,3,11.856515169360305
149,50,1,8.738735461363474,0,3,1,5,4,70,56,4,1,1,0,0,896,896,3,6.79794041297493,448,0,0,1,7,4,1,2,70.0,1,1,240,200,114,0,0,0,0,3,11.652687407345388
150,20,3,9.245321340871428,1,14,3,5,6,32,32,6,2,3,716,0,253,969,2,6.876264611890766,0,0,0,1,5,4,1,4,32.0,1,2,440,0,0,0,0,0,0,3,11.711776323715394
151,20,3,9.53899642739739,0,21,3,8,5,1,0,10,4,4,1400,0,310,1710,4,7.444248649496705,0,0,1,2,6,4,4,4,1.0,2,3,866,0,102,0,0,0,0,4,12.827729194939907
152,60,3,9.602585141913492,4,12,5,6,5,35,35,6,2,1,416,0,409,825,3,7.00033446027523,896,0,0,1,8,4,4,4,35.0,2,2,495,0,66,0,0,0,0,3,12.154779351142624
153,20,3,9.51044496442652,0,17,3,6,7,48,33,8,2,4,429,1080,93,1602,3,7.132497551660044,0,0,1,1,4,4,4,4,48.0,2,2,564,409,0,0,0,0,0,3,12.367340793126296
154,30,1,9.336091577281744,1,4,3,6,5,83,56,2,1,1,0,0,1200,1200,2,7.090076835776092,0,0,0,1,7,4,1,2,83.0,1,1,312,0,0,228,0,0,0,2,11.736069016284437
155,50,3,9.169518377455928,1,5,1,6,5,84,58,2,1,1,0,0,572,572,1,6.349138991379798,524,0,0,1,5,4,1,0,28.0,0,0,0,0,8,128,0,0,0,3,11.27720313144916
156,20,3,8.881836305004146,0,8,3,5,7,56,56,2,2,0,0,0,0,0,2,6.946975992135418,0,0,0,1,5,4,1,2,56.0,1,2,625,0,0,0,0,0,0,3,11.603679828238693
157,60,3,9.392911897525345,1,19,5,8,5,1,0,10,4,1,0,0,774,774,4,6.651571873589727,1194,0,0,3,8,4,4,5,1.0,3,3,680,0,75,0,0,0,0,4,
158,60,4,9.437635294412868,1,18,5,7,5,6,5,10,4,1,222,0,769,991,4,6.898714534329988,956,0,0,2,8,4,4,4,6.0,2,2,678,0,136,0,0,0,0,3,
159,60,3,9.87189368094495,1,13,5,7,5,1,0,10,4,2,57,0,1335,1392,4,7.238496840894365,1070,0,1,2,9,4,4,4,0.0,2,2,576,239,132,0,168,0,0,4,12.676076274775909
160,20,3,9.316500567804573,4,11,3,6,6,24,24,7,4,1,660,0,572,1232,2,7.116394144093465,0,0,0,1,6,4,1,4,24.0,1,2,516,0,0,0,0,0,0,3,11.998433280751929
161,60,3,9.52427481557203,0,21,5,9,5,5,4,10,4,3,1016,0,556,1572,4,7.360103972989152,1096,0,1,3,10,4,4,5,5.0,3,3,726,400,0,0,0,0,0,3,12.929991484756872
162,20,3,9.40771473139643,1,21,3,7,5,5,5,10,4,2,1201,0,340,1541,4,7.340186835320115,0,0,0,2,7,4,4,4,5.0,2,2,532,0,70,0,0,0,0,4,12.301382825334498
163,45,3,8.612503371220562,0,4,2,4,6,51,51,4,2,1,0,0,882,882,4,6.782192056006791,0,0,0,1,4,4,1,0,27.0,0,0,0,0,0,0,0,0,0,3,11.544424132029599
164,40,1,8.594154232552366,1,4,3,6,7,81,3,4,1,2,370,0,779,1149,3,7.046647277848756,467,0,0,2,5,4,1,2,81.0,1,1,216,0,0,183,0,0,0,3,11.931635799828413
165,190,3,9.220884585851854,0,5,1,5,7,68,9,2,1,1,351,181,112,644,3,6.694562058521095,547,0,1,1,6,4,1,0,28.0,0,0,0,140,0,0,0,0,0,3,11.755871643580617
166,20,3,9.278746404640243,0,17,3,5,5,54,16,2,2,1,379,768,470,1617,4,7.532088143541722,0,0,1,1,7,4,4,4,54.0,3,1,303,476,0,0,0,142,0,3,
167,60,3,9.26501793326688,0,21,5,8,5,0,0,10,4,1,1288,0,294,1582,4,7.383989457978509,551,0,1,3,8,4,4,4,0.0,3,3,789,178,120,0,0,0,0,4,12.693498620467778
168,60,3,9.01724094201035,0,13,5,7,5,3,3,10,4,1,0,0,840,840,4,6.733401891837359,880,0,0,2,7,4,4,4,3.0,3,2,440,100,48,0,0,0,0,3,12.119969946476761
169,20,3,9.721305985943088,1,19,3,8,6,25,25,7,2,1,0,0,1686,1686,2,7.442492722794441,0,0,0,1,6,4,3,4,25.0,2,2,511,574,64,0,0,0,0,3,12.337100907936577
170,50,1,9.422058905620926,0,4,1,5,6,66,57,4,2,1,360,0,360,720,2,6.74993119378857,0,528,0,1,7,4,1,2,16.0,1,2,660,237,0,0,0,0,0,3,
171,20,3,10.366277727263562,1,8,3,6,5,50,50,8,2,4,639,0,441,1080,1,7.412160334945205,0,0,1,1,7,4,4,4,50.0,3,2,528,210,62,0,0,0,0,3,
172,160,3,8.576593534697684,0,20,5,7,7,19,19,6,4,1,495,215,354,1064,3,6.96979066990159,703,0,1,2,5,4,3,4,19.0,2,2,504,441,35,0,0,0,0,3,
173,20,3,9.229848838364227,0,8,3,6,5,47,47,3,2,1,288,374,700,1362,2,7.216709486709457,0,0,1,1,6,4,3,4,47.0,1,2,504,0,20,0,0,0,0,3,12.0015054797889
174,20,3,9.426741242423,0,19,3,6,5,22,22,10,2,1,1398,208,0,1606,2,7.409136443920128,0,0,1,1,7,1,3,4,22.0,3,2,616,192,0,0,0,0,0,3,12.122691036591123
175,20,3,9.442641861075158,1,5,3,6,7,57,6,3,2,3,477,0,725,1202,2,7.67693714581808,0,0,1,2,7,4,4,4,57.0,1,2,576,0,29,39,0,0,0,3,12.400816722322686
176,60,3,9.213236175088209,1,17,5,6,5,19,18,7,4,1,831,0,320,1151,2,7.059617628291383,896,0,0,1,8,4,3,4,19.0,1,2,521,0,228,0,0,192,0,3,12.259613412458204
177,50,3,9.521494800613105,0,6,1,5,5,48,48,4,2,1,57,441,554,1052,4,7.132497551660044,668,0,1,2,8,4,4,4,48.0,1,2,451,0,0,0,0,0,0,3,12.058152515453552
178,20,3,9.765546451422905,4,20,3,9,5,1,0,10,4,1,1904,0,312,2216,4,7.711548979629146,0,0,1,3,9,4,4,4,0.0,3,3,1166,0,60,0,0,0,0,4,13.1260306447518
179,30,1,9.050171619823361,0,4,3,5,6,84,1,2,2,1,0,0,968,968,2,6.875232087276577,0,0,0,1,5,4,1,2,72.0,1,2,480,0,0,184,0,0,0,3,11.512925464970229
180,160,4,7.6577552711348655,0,18,5,6,5,7,7,4,4,1,436,0,320,756,4,6.645090969505644,756,0,0,2,5,4,3,2,7.0,1,2,440,0,0,0,0,0,0,3,12.083905011555967
181,70,3,8.934323331054905,0,16,5,7,6,86,56,5,1,1,352,0,441,793,3,6.803505257608338,901,0,0,1,9,4,4,2,86.0,1,1,216,0,0,40,0,0,0,3,12.206572520571825
182,20,3,9.111624399037025,0,5,3,5,6,50,1,2,4,0,0,0,0,0,4,7.200424892944957,0,0,0,1,7,4,4,4,50.0,2,1,252,116,0,0,180,0,0,3,
183,50,1,9.343646739284408,0,4,1,7,5,5,5,10,4,1,0,0,1362,1362,4,7.216709486709457,720,0,0,2,6,2,1,2,5.0,1,2,484,280,238,0,0,0,0,3,12.206072645530174
184,50,3,8.914357274485015,0,3,1,5,8,98,15,0,4,1,0,0,504,504,3,6.841615476477592,316,0,0,1,5,4,1,4,20.0,1,2,576,104,0,0,0,0,0,3,11.751942365440728
185,75,1,10.04107321548869,0,4,2,10,9,114,13,2,1,2,0,0,1107,1107,4,7.325148957955575,1518,572,0,3,12,4,3,2,13.0,1,3,840,0,260,0,0,410,0,3,13.071070083016778
186,80,3,9.205026277152413,4,9,4,7,5,19,18,6,4,3,611,0,577,1188,4,7.104144092987527,0,0,1,2,6,4,1,4,19.0,1,2,497,168,27,0,0,0,0,3,12.061046873479915
187,50,3,9.250522161609014,0,4,1,5,7,93,22,6,2,1,0,0,660,660,4,6.694562058521095,704,144,0,1,8,1,1,2,93.0,1,1,180,0,0,0,140,0,0,3,11.813030057420567
188,90,3,8.85623355614316,0,10,0,5,5,30,30,7,2,3,1086,0,0,1086,2,7.1098794630722715,0,0,2,1,6,4,3,2,30.0,1,2,528,120,0,0,0,0,0,1,11.940393392554734
189,120,3,8.5016733797582,0,20,3,8,5,7,6,9,4,3,1153,0,440,1593,4,7.373374309910049,0,0,1,3,5,4,4,4,7.0,3,2,682,0,120,0,0,224,0,3,12.56374708980199
190,70,3,9.265775078864284,0,16,5,8,8,75,13,8,2,1,297,0,556,853,2,7.3453648404168685,1178,0,0,2,10,0,3,2,75.0,1,2,440,0,74,0,0,0,0,3,12.66032791780777
191,60,3,8.918917979908679,4,8,5,7,9,35,3,6,2,1,626,0,99,725,3,6.586171654854675,754,0,1,2,7,4,1,4,35.0,3,2,484,0,32,0,0,0,0,3,12.122691036591123
192,20,3,9.106866963499908,0,14,3,7,5,10,10,10,4,3,560,0,871,1431,4,7.266128779556451,0,0,1,2,6,4,1,4,10.0,3,2,666,0,35,0,0,0,0,3,
193,160,1,7.8328075165248645,0,5,5,7,5,2,2,10,4,1,0,0,970,970,4,6.877296071497429,739,0,0,2,7,0,1,2,2.0,1,2,380,0,40,0,0,0,0,3,11.77528972943772
194,20,3,8.87905466204227,0,14,3,5,7,36,36,6,2,3,390,0,474,864,2,6.761572768804055,0,0,0,1,5,4,1,2,19.0,1,1,352,0,0,0,0,0,0,3,11.751942365440728
195,160,3,7.731930721948486,2,11,5,6,6,33,33,7,2,1,566,0,289,855,2,6.75110146893676,601,0,0,1,7,4,3,4,33.0,1,2,440,87,0,0,0,0,0,3,11.908340237224891
196,20,3,9.150165648940114,0,18,3,7,5,0,0,9,4,1,1126,0,600,1726,4,7.453561871643373,0,0,1,3,8,4,4,4,0.0,3,3,786,171,138,0,0,266,0,4,12.650348126203179
197,75,3,10.143252204866574,1,8,5,8,4,88,16,5,4,1,1036,184,140,1360,3,7.215239978730097,1360,392,1,2,8,4,5,2,88.0,1,2,795,0,16,552,0,0,512,0,12.367340793126296
198,75,1,8.616133139271142,1,4,2,6,6,97,59,2,2,1,0,0,755,755,4,6.834108738813838,929,371,0,1,8,4,1,0,29.0,0,0,0,0,198,30,0,0,0,0,11.55214617812351
199,20,3,9.16858043772795,0,21,3,8,5,5,4,10,4,3,1088,0,625,1713,4,7.44600149832412,0,0,1,3,7,4,4,4,5.0,3,3,856,0,26,0,0,170,0,3,
200,20,1,9.05321861620397,1,5,3,4,5,7,6,10,4,1,0,0,1121,1121,4,7.02197642307216,0,0,0,1,5,4,1,4,7.0,2,2,440,132,64,0,0,0,0,3,11.84939770159144
201,20,3,9.22276289197474,0,9,3,6,6,31,31,7,2,1,641,279,276,1196,2,7.153833801578843,0,0,0,1,6,4,2,2,28.0,1,2,473,238,83,0,0,0,0,3,
202,50,3,8.85366542803745,1,4,1,6,6,82,56,4,1,1,617,0,0,617,3,6.762729506931879,445,0,0,1,6,3,1,4,82.0,1,1,398,0,0,126,0,0,0,3,
203,120,1,8.39795910349254,0,14,3,6,5,4,4,10,4,3,662,0,186,848,4,6.742880635791903,0,0,1,2,3,4,4,4,4.0,2,2,420,149,0,0,0,0,0,3,11.911701584927597
204,50,1,8.160518247477505,0,4,1,5,7,62,59,0,2,1,312,0,408,720,2,6.579251212010101,564,0,0,1,5,4,1,2,61.0,1,1,240,0,35,0,0,0,0,3,11.608235644774552
205,20,3,9.380167531188448,1,13,3,7,5,19,19,6,4,1,0,0,1424,1424,4,7.273786317844895,0,0,0,1,5,4,1,4,19.0,2,2,500,0,34,0,508,0,0,3,12.103486056755072
206,20,3,9.523178364309082,4,6,3,5,5,45,45,6,2,1,0,0,1140,1140,2,7.4360278163518485,0,0,0,1,8,1,3,4,45.0,2,1,349,0,30,0,0,0,0,3,11.876873892875459
207,20,3,9.432923766431829,0,8,3,4,5,48,48,2,4,1,419,306,375,1100,2,7.003065458786462,0,0,1,1,6,4,0,4,48.0,2,1,312,355,0,0,0,0,0,3,11.856515169360305
208,60,3,9.572480355345974,0,10,5,7,5,19,18,7,2,4,1065,0,92,1157,4,7.07326971745971,882,0,1,1,7,4,4,4,19.0,3,2,454,60,55,0,0,154,0,3,12.531772785169476
209,20,3,9.017968479328726,0,8,3,6,7,44,44,6,2,1,787,0,305,1092,4,6.9957661563048505,0,0,1,1,6,4,1,4,44.0,2,2,504,0,0,0,0,0,0,3,11.884489021402711
210,30,3,8.631235907456897,0,5,3,5,6,83,58,5,2,1,468,0,396,864,2,6.761572768804055,0,0,1,1,5,4,1,0,28.0,0,0,0,0,0,96,0,0,0,3,11.49272275765271
211,20,3,9.251482315307358,1,5,3,6,5,1,1,10,4,2,36,0,1176,1212,4,7.10002716662926,0,0,0,2,6,4,1,4,1.0,2,2,460,100,22,0,0,0,0,3,12.133501952695338
212,60,4,9.064157861798101,0,18,5,7,5,0,0,10,4,1,822,0,78,900,4,6.837332814685591,920,0,1,2,7,4,3,4,0.0,2,2,644,168,108,0,0,0,0,4,12.439871229831715
213,20,3,9.515469358031684,4,14,3,5,5,11,11,10,4,1,716,0,274,990,4,6.897704943128636,0,0,0,1,5,4,1,4,10.0,1,2,576,224,0,0,0,0,0,3,11.957611286231675
214,60,3,9.296518068217235,2,14,5,6,7,33,33,6,2,1,378,0,311,689,4,6.535241271013659,703,0,0,1,6,4,1,4,33.0,3,1,299,0,36,0,0,0,0,3,
215,20,3,9.211439767419483,0,8,3,5,6,49,10,6,2,1,360,0,710,1070,2,7.119635638017636,0,0,0,2,6,3,2,4,49.0,1,1,447,0,0,0,0,0,0,3,11.80894766169701
216,20,3,9.041921720351219,0,14,3,7,5,4,4,10,4,2,946,0,490,1436,4,7.269616749608169,0,0,1,2,8,4,1,4,4.0,1,2,484,139,98,0,0,0,0,3,
217,70,1,9.200895913148184,0,4,5,4,4,81,56,4,2,1,0,0,686,686,1,6.697034247666484,518,0,0,1,8,4,1,2,66.0,1,1,210,0,172,60,0,0,0,2,
218,50,3,9.658864969544794,1,16,1,7,9,69,2,10,2,1,341,0,457,798,4,7.036148493750536,817,0,0,2,8,4,3,4,69.0,1,2,431,0,119,150,0,0,0,3,12.649154617209645
219,120,3,8.009695357742922,0,15,3,7,5,1,0,10,4,3,16,0,1232,1248,4,7.129297548929373,0,0,0,2,5,4,1,4,1.0,3,2,438,108,0,0,0,0,0,4,
220,20,3,9.103868127465667,0,14,3,7,5,0,0,10,4,2,0,0,1498,1498,4,7.311886164077165,0,0,0,2,5,4,1,4,0.0,2,2,675,351,33,0,0,0,0,4,12.230277334226992
221,60,3,8.995660899074103,0,13,5,6,5,7,7,10,4,1,0,0,1010,1010,4,6.917705609835305,1257,0,0,2,8,4,3,5,7.0,2,2,390,120,46,0,0,0,0,3,12.206072645530174
222,60,3,9.347926034928745,0,12,5,6,6,31,31,10,2,1,550,0,163,713,2,6.698268054115413,741,0,1,1,6,4,3,4,31.0,2,2,434,209,208,0,0,0,0,3,
223,20,3,9.259130536145614,2,8,3,4,6,38,38,6,2,1,524,180,160,864,3,6.761572768804055,0,0,0,1,4,4,1,2,20.0,1,2,576,216,0,0,0,0,0,0,11.48246625748552
224,20,3,9.508368736482108,0,21,3,10,5,6,6,10,4,4,56,0,2336,2392,4,7.779885115070522,0,0,0,3,8,4,5,4,6.0,3,3,968,248,105,0,0,0,0,3,
225,160,1,7.426549072397305,0,2,5,5,5,38,38,6,2,1,0,0,630,630,2,6.4457198193855785,672,0,0,1,6,4,1,2,18.0,1,1,280,0,0,0,0,0,0,0,11.626254150277232
226,60,3,9.205327830152639,0,22,5,7,5,12,12,10,4,1,565,0,638,1203,4,7.101675971619444,1306,0,0,2,9,4,3,4,12.0,2,3,721,224,114,0,0,0,0,0,12.577636201962656
227,160,1,7.533158807455563,0,2,5,6,6,38,38,6,2,1,321,0,162,483,2,6.180016653652572,504,0,0,1,5,4,1,2,21.0,1,1,280,0,0,0,0,0,0,3,11.571194373094205
228,20,3,9.050288983827956,2,6,3,5,5,43,43,6,2,1,842,0,70,912,2,6.815639990074331,0,0,0,1,5,4,2,2,36.0,1,1,336,0,0,0,0,0,0,3,11.736069016284437
229,120,3,8.065265208897733,0,15,3,7,5,4,3,10,4,3,16,0,1357,1373,4,7.349230824613334,0,0,0,2,7,4,3,4,4.0,3,2,430,143,20,0,0,0,0,3,12.167851432709975
230,20,3,9.077951183930438,0,8,3,6,6,51,51,4,2,1,0,0,1194,1194,2,7.085064293952548,0,0,1,1,6,4,1,4,51.0,2,1,312,0,0,120,0,0,0,3,11.904967552746252
231,60,3,9.624963417869113,0,22,5,8,5,14,13,10,4,1,689,0,773,1462,4,7.306531398939505,1304,0,1,3,9,4,3,4,14.0,3,3,810,0,146,202,0,0,0,3,
232,160,1,7.426549072397305,0,2,5,6,5,34,34,6,2,1,0,0,483,483,2,6.180016653652572,504,0,0,1,5,4,0,4,34.0,1,1,288,0,0,0,0,0,0,3,11.456355113481834
233,20,3,9.273315171137572,1,14,3,5,6,34,34,6,2,3,182,712,0,894,2,6.795705775173514,0,0,1,1,5,4,1,4,34.0,1,1,308,365,0,0,0,0,0,3,
234,60,3,8.968396191198256,0,13,5,6,5,8,8,10,4,1,625,0,235,860,4,6.756932389247553,1100,0,1,2,8,4,3,5,8.0,3,2,440,288,48,0,0,0,0,3,12.285345826424681
235,160,1,7.426549072397305,0,2,5,6,3,37,37,6,2,1,358,0,125,483,2,6.180016653652572,504,0,0,1,5,4,1,2,37.0,1,1,264,0,0,0,0,0,0,3,11.401993904262946
236,20,3,9.079434102128383,2,14,3,7,5,6,6,10,4,3,24,0,1390,1414,4,7.254177846456518,0,0,0,2,6,4,1,4,6.0,2,2,494,132,105,0,0,0,0,3,
237,60,3,9.154087430425385,4,10,5,7,7,17,7,6,4,1,402,0,594,996,4,6.921658184151129,730,0,0,2,7,4,1,4,17.0,2,2,457,370,70,0,238,0,0,3,12.178187442040638
238,20,3,9.395158808968725,0,21,3,8,5,0,0,10,4,1,0,0,1694,1694,4,7.434847875211999,0,0,0,2,7,4,1,4,0.0,3,3,818,168,228,0,0,0,0,4,12.669806661762314
239,50,3,9.075779878580487,0,5,1,6,4,65,60,10,2,1,94,0,641,735,2,6.682108597449809,689,0,0,1,7,4,4,2,61.0,1,1,220,0,140,0,0,0,0,3,11.635143097694478
240,20,4,9.104979856318357,0,18,3,8,5,2,2,10,4,3,1078,0,488,1566,4,7.356279876550748,0,0,1,2,7,4,1,4,2.0,2,2,750,144,168,0,0,0,0,3,12.478006361013815
241,30,1,8.263590432617319,0,4,3,5,9,62,10,10,2,1,329,0,357,686,3,6.763884908562435,0,0,0,2,4,4,1,0,27.0,0,0,0,58,42,0,0,0,0,3,
242,50,1,8.517193191416238,1,4,1,5,4,106,56,2,1,1,0,0,540,540,3,6.790097235513905,551,0,0,1,6,4,1,4,66.0,1,1,352,0,0,77,0,0,0,3,
243,160,3,9.283776690049365,1,10,5,6,6,29,29,7,2,1,0,0,626,626,2,6.439350371100098,591,0,0,1,6,4,3,4,29.0,2,1,288,0,28,0,0,0,0,3,11.695247021764184
244,60,3,9.091556835986216,0,10,5,7,5,16,8,10,4,1,695,0,253,948,4,7.108244139731541,888,0,1,2,8,4,2,4,16.0,2,2,463,0,130,0,0,0,0,3,12.230765258120545
245,20,3,9.249561085129464,0,12,3,7,5,18,18,2,2,3,929,0,916,1845,3,7.534762657037537,0,0,0,1,6,4,3,4,18.0,3,2,604,197,39,0,0,0,0,3,
246,190,1,9.12063445889169,0,4,5,6,8,96,56,0,3,1,0,0,1020,1020,3,6.811244378601294,1020,0,0,0,9,4,1,2,96.0,1,1,440,0,60,112,0,0,0,3,11.827736204810263
247,20,3,9.333442569110167,0,8,3,6,5,52,52,2,2,1,0,0,1367,1367,4,7.226209010100671,0,0,0,1,5,4,3,4,52.0,1,2,451,0,30,0,0,0,0,3,
248,60,3,9.334061298965942,0,14,5,7,5,4,4,10,4,1,0,0,840,840,4,6.733401891837359,828,0,0,2,8,4,1,4,4.0,2,2,500,144,68,0,0,0,0,3,
249,50,3,11.976659481202368,4,17,1,6,7,49,1,2,2,4,697,0,747,1444,3,7.275172319452771,700,0,0,2,7,4,3,4,49.0,3,2,389,0,98,0,0,0,0,3,12.531772785169476
250,30,3,8.584851839890053,0,3,3,3,2,70,44,2,2,1,0,0,728,728,4,7.174724309836376,0,0,0,0,6,2,1,0,30.0,0,0,0,263,0,0,0,0,0,3,11.245046019814627
251,120,1,8.465899897028686,0,16,3,8,5,1,0,10,4,4,1573,0,0,1573,4,7.393263094763838,0,0,1,2,5,4,4,4,1.0,3,2,538,123,0,0,0,153,0,2,
252,60,3,9.031931152002144,0,10,5,6,5,4,4,10,4,1,0,0,798,798,4,6.682108597449809,842,0,0,2,6,4,1,4,4.0,2,2,520,138,45,0,0,0,0,3,12.061046873479915
253,80,3,9.143131622282732,0,8,4,6,7,43,16,6,2,4,270,580,452,1302,4,7.171656822768514,0,0,0,2,7,3,1,4,43.0,2,1,309,333,0,0,0,0,0,3,
254,20,3,9.035986984831405,0,8,3,5,6,53,53,4,2,1,922,0,392,1314,2,7.1808311990445555,0,0,1,1,5,4,1,4,53.0,2,1,294,250,0,0,0,0,0,3,11.884489021402711
255,60,3,9.075436609511382,0,13,5,7,5,7,7,10,4,1,0,0,975,975,4,6.912742820493176,1286,0,0,2,8,4,3,5,7.0,3,2,429,192,0,0,0,0,0,3,12.345834587905333
256,60,4,9.081483749851179,0,18,5,6,5,5,5,10,4,1,503,0,361,864,4,6.761572768804055,864,0,0,2,7,4,1,4,5.0,2,2,673,216,56,0,0,0,0,3,12.24288661865289
257,20,3,9.084096645401932,0,14,3,7,5,3,3,10,4,1,1334,0,270,1604,4,7.38025578842646,0,0,1,2,8,4,4,4,3.0,2,2,660,123,110,0,0,0,0,0,
258,60,3,9.428270356237505,0,14,5,7,5,7,7,10,4,1,361,0,602,963,4,6.870053411798126,829,0,0,2,7,4,3,4,7.0,2,2,564,0,96,0,245,0,0,3,12.352335152508426
259,20,1,9.44951474036292,0,4,3,5,5,52,52,8,4,0,0,0,0,0,3,6.782192056006791,0,0,0,1,4,4,1,2,52.0,1,1,308,0,45,0,0,0,0,3,11.48246625748552
260,80,3,9.867653099526912,1,8,4,6,5,47,47,2,2,4,672,690,0,1362,2,7.231287004327616,0,0,1,1,6,4,3,4,18.0,1,2,884,0,0,252,0,0,0,3,12.078239274020289
261,60,3,9.168267595554275,0,14,5,8,5,0,0,9,4,1,0,0,1482,1482,4,7.301147805856032,1092,0,0,3,10,4,4,5,0.0,3,3,868,0,148,0,0,0,0,4,12.528156144699286
262,80,3,9.044403844431551,1,6,4,6,7,29,11,6,2,3,506,0,0,506,2,7.10002716662926,0,0,1,1,6,4,3,4,28.0,1,2,492,292,12,0,0,0,0,3,11.925035115797062
263,50,1,8.612503371220562,1,4,1,5,7,81,9,2,1,1,234,692,0,926,2,6.8308742346461795,0,390,1,1,6,4,1,2,36.0,1,2,484,0,0,0,0,0,0,3,11.77528972943772
264,30,1,8.562548893137034,0,4,3,5,5,83,4,2,1,1,0,0,680,680,3,6.638567789166521,0,0,0,1,4,4,1,2,43.0,1,2,504,0,0,0,0,0,0,3,
265,20,3,9.400133943608838,0,12,3,6,6,27,27,4,2,1,588,228,606,1422,2,7.259819610363186,0,0,0,2,7,4,3,4,27.0,3,2,576,276,0,0,0,0,0,3,12.075394321888057
266,60,3,9.324293862052029,2,13,5,6,5,9,9,10,4,3,714,0,88,802,3,6.687108607866515,709,0,1,1,8,4,3,4,9.0,3,2,413,95,75,0,0,0,0,3,
267,75,3,9.035986984831405,0,7,2,5,8,69,11,2,4,1,378,0,342,720,4,6.9584483932976555,720,420,0,2,8,4,4,2,69.0,1,1,240,262,24,0,0,0,0,3,12.097930486910471
268,30,1,8.83927669058535,0,0,3,5,6,68,53,10,2,1,403,125,212,740,4,6.656726524178391,0,0,0,1,4,4,4,2,42.0,3,1,924,0,25,0,0,0,0,3,11.699405031912846
269,20,3,8.976767625171433,1,5,3,6,7,31,31,6,2,1,751,0,392,1143,2,7.014814351275545,0,0,1,1,6,4,2,4,20.0,2,1,504,370,30,0,0,0,0,3,11.904967552746252
270,60,4,9.280612424961515,0,18,5,8,5,0,0,10,4,2,0,0,1095,1095,3,6.9985096422506015,844,0,0,2,8,4,4,4,0.0,2,3,1053,192,51,0,0,0,0,4,12.491251587763836
271,20,3,10.573980042531268,4,17,3,7,7,54,3,7,2,4,226,1063,96,1385,4,7.217443431696533,0,0,1,1,5,2,3,4,54.0,1,2,439,81,0,0,0,0,0,3,12.394624752074764
